timestamp,auto_N_S,auto_S_N,auto_E_V,auto_V_E,pietoni_N,pietoni_S,pietoni_E,pietoni_V,sirena_activa,faza_decisa
2026-02-11T15:59:01.013606,27,37,22,40,2,16,16,0,0,1
2026-02-11T15:59:01.013607,39,29,26,18,14,2,7,6,0,1
2026-02-11T15:59:01.013608,48,26,30,40,6,19,17,7,0,1
2026-02-11T15:59:01.013609,6,38,42,1,12,17,6,4,0,2
2026-02-11T15:59:01.013610,0,14,6,27,9,11,6,8,0,2
2026-02-11T15:59:01.013610,31,25,48,31,3,15,19,6,0,2
2026-02-11T15:59:01.013611,12,0,44,18,15,9,15,3,0,2
2026-02-11T15:59:01.013612,29,3,3,15,8,18,14,7,0,1
2026-02-11T15:59:01.013613,22,28,13,29,9,8,13,1,0,1
2026-02-11T15:59:01.013614,18,0,41,21,18,13,15,4,0,2
2026-02-11T15:59:01.013614,31,42,41,13,16,19,8,2,0,2
2026-02-11T15:59:01.013615,29,49,9,0,0,13,9,4,0,1
2026-02-11T15:59:01.013616,28,45,43,44,12,3,14,0,0,2
2026-02-11T15:59:01.013617,48,21,33,1,3,14,9,6,0,1
2026-02-11T15:59:01.013617,44,10,25,21,14,19,1,9,0,1
2026-02-11T15:59:01.013618,28,9,22,45,9,1,4,15,0,2
2026-02-11T15:59:01.013619,29,16,8,32,19,17,7,0,0,1
2026-02-11T15:59:01.013620,15,35,36,14,8,1,5,16,0,2
2026-02-11T15:59:01.013621,39,46,7,49,7,17,5,3,0,2
2026-02-11T15:59:01.013621,18,25,13,40,19,7,0,15,0,1
2026-02-11T15:59:01.013622,17,47,6,21,5,9,15,8,0,1
2026-02-11T15:59:01.013623,0,20,6,39,9,19,17,7,0,2
2026-02-11T15:59:01.013624,13,12,8,38,19,3,2,18,0,2
2026-02-11T15:59:01.013625,46,8,2,40,16,9,6,16,0,1
2026-02-11T15:59:01.013625,49,10,13,40,4,9,11,9,0,2
2026-02-11T15:59:01.013626,1,10,16,10,13,2,9,16,0,2
2026-02-11T15:59:01.013627,27,5,49,3,16,3,9,15,0,2
2026-02-11T15:59:01.013628,48,0,43,6,10,9,8,8,0,2
2026-02-11T15:59:01.013628,49,5,21,20,3,6,10,4,0,1
2026-02-11T15:59:01.013629,29,12,45,6,16,11,18,1,0,2
2026-02-11T15:59:01.013630,37,21,25,3,1,6,7,13,0,1
2026-02-11T15:59:01.013631,3,30,27,11,0,12,17,16,0,2
2026-02-11T15:59:01.013632,0,21,44,26,17,7,3,12,0,2
2026-02-11T15:59:01.013632,7,36,13,16,6,12,1,12,0,1
2026-02-11T15:59:01.013633,28,46,8,19,5,0,12,12,0,1
2026-02-11T15:59:01.013634,38,26,25,30,5,15,13,17,0,2
2026-02-11T15:59:01.013635,2,49,1,25,13,18,19,0,0,1
2026-02-11T15:59:01.013636,31,13,10,30,11,18,14,3,0,1
2026-02-11T15:59:01.013636,9,46,16,34,13,12,12,4,0,1
2026-02-11T15:59:01.013637,9,4,33,8,13,6,5,10,0,2
2026-02-11T15:59:01.013638,18,35,18,4,11,14,19,1,0,1
2026-02-11T15:59:01.013639,45,31,38,47,8,5,5,1,0,2
2026-02-11T15:59:01.013639,33,33,17,7,8,3,0,15,0,1
2026-02-11T15:59:01.013640,32,6,12,20,1,19,14,2,0,1
2026-02-11T15:59:01.013641,22,41,4,15,17,10,5,5,0,1
2026-02-11T15:59:01.013642,27,47,49,15,4,18,14,19,0,2
2026-02-11T15:59:01.013643,31,9,22,17,11,1,14,3,1,0
2026-02-11T15:59:01.013644,49,49,23,46,13,16,13,4,1,0
2026-02-11T15:59:01.013644,6,16,28,27,12,14,9,6,1,0
2026-02-11T15:59:01.013645,28,29,47,17,2,19,7,6,0,2
2026-02-11T15:59:01.013646,7,20,46,13,14,17,3,16,0,2
2026-02-11T15:59:01.013647,0,12,7,47,14,11,5,5,0,2
2026-02-11T15:59:01.013648,2,0,25,36,2,2,19,3,0,2
2026-02-11T15:59:01.013648,23,0,14,39,19,16,16,1,0,2
2026-02-11T15:59:01.013649,22,46,0,15,18,13,6,5,0,1
2026-02-11T15:59:01.013650,7,32,27,20,14,5,11,6,0,2
2026-02-11T15:59:01.013651,46,37,48,0,18,3,3,1,0,2
2026-02-11T15:59:01.013651,36,24,46,10,7,7,13,17,0,2
2026-02-11T15:59:01.013652,2,25,45,10,12,19,3,9,0,2
2026-02-11T15:59:01.013653,32,12,13,1,9,2,15,6,1,0
2026-02-11T15:59:01.013654,27,27,41,31,1,7,0,8,0,2
2026-02-11T15:59:01.013655,46,32,33,18,10,12,17,18,0,1
2026-02-11T15:59:01.013655,7,36,30,4,18,18,18,18,0,1
2026-02-11T15:59:01.013656,33,40,5,2,8,14,9,1,0,1
2026-02-11T15:59:01.013657,34,29,48,27,8,6,4,11,0,2
2026-02-11T15:59:01.013658,31,48,4,25,5,2,12,18,0,1
2026-02-11T15:59:01.013659,23,47,30,22,9,18,5,5,0,1
2026-02-11T15:59:01.013659,13,7,36,29,7,9,3,0,0,2
2026-02-11T15:59:01.013660,31,48,14,7,14,15,15,14,0,1
2026-02-11T15:59:01.013661,45,46,14,35,5,13,7,18,0,1
2026-02-11T15:59:01.013662,42,0,42,28,6,7,15,13,0,2
2026-02-11T15:59:01.013662,15,11,4,12,19,10,10,12,0,1
2026-02-11T15:59:01.013663,3,4,27,24,16,18,0,4,0,1
2026-02-11T15:59:01.013664,36,23,32,21,3,1,17,1,0,2
2026-02-11T15:59:01.013665,20,5,10,45,7,4,3,14,0,2
2026-02-11T15:59:01.013666,13,24,42,32,12,10,10,15,0,2
2026-02-11T15:59:01.013666,30,0,5,36,13,6,19,6,0,2
2026-02-11T15:59:01.013667,47,24,22,6,17,7,9,5,0,1
2026-02-11T15:59:01.013668,17,0,39,22,16,16,15,16,0,2
2026-02-11T15:59:01.013669,6,31,1,5,17,11,9,0,0,1
2026-02-11T15:59:01.013670,9,41,14,14,13,17,4,5,0,1
2026-02-11T15:59:01.013670,6,41,22,14,10,6,17,5,0,1
2026-02-11T15:59:01.013671,32,2,21,39,9,8,10,3,0,2
2026-02-11T15:59:01.013672,22,48,8,33,12,18,2,7,0,1
2026-02-11T15:59:01.013673,20,18,46,13,19,13,8,8,0,2
2026-02-11T15:59:01.013673,18,42,39,28,15,18,14,9,0,1
2026-02-11T15:59:01.013674,47,28,29,15,13,19,18,7,0,1
2026-02-11T15:59:01.013675,18,49,15,28,2,17,18,1,0,1
2026-02-11T15:59:01.013676,35,1,45,22,17,14,4,19,0,2
2026-02-11T15:59:01.013677,28,8,46,9,5,3,5,16,0,2
2026-02-11T15:59:01.013677,17,16,29,46,19,12,3,0,0,2
2026-02-11T15:59:01.013678,1,45,44,3,2,4,11,13,0,2
2026-02-11T15:59:01.013679,0,35,8,11,18,11,4,4,0,1
2026-02-11T15:59:01.013680,46,16,0,41,2,16,2,8,0,2
2026-02-11T15:59:01.013681,4,48,37,33,11,9,9,19,0,2
2026-02-11T15:59:01.013681,19,11,7,3,7,11,12,16,0,1
2026-02-11T15:59:01.013682,10,19,17,19,4,5,3,5,0,2
2026-02-11T15:59:01.013683,41,49,26,27,16,19,7,0,0,1
2026-02-11T15:59:01.013684,1,2,17,27,9,19,0,17,0,2
2026-02-11T15:59:01.013685,2,42,31,5,16,11,19,10,0,1
2026-02-11T15:59:01.013686,22,49,48,13,8,12,1,3,0,2
2026-02-11T15:59:01.013686,11,3,31,34,12,16,3,19,0,2
2026-02-11T15:59:01.013687,19,16,47,46,9,19,0,5,0,2
2026-02-11T15:59:01.013688,4,49,44,0,7,9,6,7,0,2
2026-02-11T15:59:01.013689,36,36,35,18,6,18,4,18,0,1
2026-02-11T15:59:01.013690,37,45,35,0,1,4,12,14,0,1
2026-02-11T15:59:01.013690,29,41,20,12,1,4,12,18,0,1
2026-02-11T15:59:01.013691,8,14,45,7,3,7,7,1,0,2
2026-02-11T15:59:01.013692,33,32,31,17,8,16,16,3,1,0
2026-02-11T15:59:01.013693,43,15,30,34,13,2,9,3,0,2
2026-02-11T15:59:01.013694,34,10,36,22,10,15,9,11,0,2
2026-02-11T15:59:01.013694,21,19,15,49,6,18,1,17,0,2
2026-02-11T15:59:01.013695,43,37,45,25,18,5,5,11,0,2
2026-02-11T15:59:01.013696,23,23,45,40,3,9,0,18,0,2
2026-02-11T15:59:01.013697,16,15,13,37,1,15,17,14,0,2
2026-02-11T15:59:01.013697,9,29,23,19,18,12,2,9,0,1
2026-02-11T15:59:01.013698,29,33,24,1,17,2,6,6,0,1
2026-02-11T15:59:01.013699,45,0,45,25,6,7,15,1,0,2
2026-02-11T15:59:01.013700,22,23,34,35,10,19,2,12,0,2
2026-02-11T15:59:01.013703,31,23,16,24,9,7,5,15,0,1
2026-02-11T15:59:01.013704,16,8,45,29,10,6,3,7,1,0
2026-02-11T15:59:01.013704,49,21,41,17,8,10,15,0,0,2
2026-02-11T15:59:01.013705,16,11,44,6,2,19,2,16,0,2
2026-02-11T15:59:01.013706,13,16,3,26,4,2,3,14,0,2
2026-02-11T15:59:01.013707,8,24,10,10,0,6,10,13,0,2
2026-02-11T15:59:01.013708,39,27,46,36,0,10,16,6,0,2
2026-02-11T15:59:01.013708,1,14,14,7,19,16,18,18,0,2
2026-02-11T15:59:01.013709,44,29,29,10,4,17,7,9,0,1
2026-02-11T15:59:01.013710,24,26,23,23,18,8,13,19,0,2
2026-02-11T15:59:01.013711,38,21,1,29,5,12,15,10,0,1
2026-02-11T15:59:01.013711,8,9,42,29,2,14,18,19,0,2
2026-02-11T15:59:01.013712,21,30,33,14,12,18,15,4,1,0
2026-02-11T15:59:01.013713,42,26,22,34,16,14,9,6,0,1
2026-02-11T15:59:01.013714,45,11,30,38,2,6,14,11,0,2
2026-02-11T15:59:01.013715,3,45,36,23,2,2,3,1,0,2
2026-02-11T15:59:01.013715,25,30,12,7,12,7,3,6,0,1
2026-02-11T15:59:01.013716,28,31,32,42,1,12,12,4,1,0
2026-02-11T15:59:01.013717,44,31,6,41,2,15,11,11,0,2
2026-02-11T15:59:01.013718,33,40,31,19,19,2,14,3,0,1
2026-02-11T15:59:01.013719,22,44,6,40,15,0,12,18,0,2
2026-02-11T15:59:01.013719,36,34,41,46,11,2,5,2,0,2
2026-02-11T15:59:01.013720,10,45,37,25,8,15,13,16,0,2
2026-02-11T15:59:01.013721,5,20,43,23,15,0,2,3,0,2
2026-02-11T15:59:01.013722,17,9,12,21,3,17,7,8,0,1
2026-02-11T15:59:01.013723,20,15,23,4,19,13,11,1,0,1
2026-02-11T15:59:01.013723,41,6,27,14,17,6,13,9,0,1
2026-02-11T15:59:01.013724,35,3,31,35,0,2,4,19,0,2
2026-02-11T15:59:01.013725,40,26,42,36,6,15,1,8,0,2
2026-02-11T15:59:01.013726,37,24,17,28,19,5,9,7,0,1
2026-02-11T15:59:01.013727,33,30,33,14,11,17,2,17,0,1
2026-02-11T15:59:01.013728,16,10,47,26,7,12,9,10,0,2
2026-02-11T15:59:01.013728,36,47,33,48,7,1,8,18,0,2
2026-02-11T15:59:01.013729,24,19,37,7,8,11,16,17,0,2
2026-02-11T15:59:01.013730,37,35,0,28,13,3,5,18,0,1
2026-02-11T15:59:01.013731,11,16,42,18,19,8,8,16,0,2
2026-02-11T15:59:01.013732,22,44,49,30,4,19,2,19,0,2
2026-02-11T15:59:01.013732,41,10,41,8,19,4,6,16,0,2
2026-02-11T15:59:01.013733,21,29,30,9,1,9,11,14,0,2
2026-02-11T15:59:01.013734,20,34,49,36,9,5,17,15,0,2
2026-02-11T15:59:01.013735,26,40,0,9,8,0,9,16,0,1
2026-02-11T15:59:01.013735,30,37,15,32,6,19,1,7,0,1
2026-02-11T15:59:01.013736,5,21,38,24,17,4,16,6,0,2
2026-02-11T15:59:01.013737,26,42,14,3,11,5,2,3,0,1
2026-02-11T15:59:01.013738,39,47,32,4,10,18,0,6,0,1
2026-02-11T15:59:01.013739,33,26,22,22,9,10,7,10,0,1
2026-02-11T15:59:01.013739,11,36,40,38,12,14,12,2,0,2
2026-02-11T15:59:01.013740,44,45,33,4,8,1,10,1,0,1
2026-02-11T15:59:01.013741,6,48,16,7,15,14,7,0,0,1
2026-02-11T15:59:01.013742,9,34,24,16,16,6,19,5,0,1
2026-02-11T15:59:01.013743,44,3,41,0,4,16,0,13,0,2
2026-02-11T15:59:01.013743,16,15,5,49,5,11,1,3,0,2
2026-02-11T15:59:01.013744,25,15,30,11,9,11,17,15,0,2
2026-02-11T15:59:01.013745,20,20,4,34,10,4,17,9,0,2
2026-02-11T15:59:01.013746,27,25,39,13,1,19,8,4,0,1
2026-02-11T15:59:01.013746,45,35,39,47,6,6,6,10,0,2
2026-02-11T15:59:01.013747,1,18,29,17,13,1,8,0,0,2
2026-02-11T15:59:01.013748,42,16,4,9,3,12,9,16,0,1
2026-02-11T15:59:01.013749,0,44,11,14,4,8,1,13,0,1
2026-02-11T15:59:01.013750,35,25,6,41,18,14,4,6,0,2
2026-02-11T15:59:01.013750,25,21,44,32,19,14,16,13,0,2
2026-02-11T15:59:01.013751,28,27,12,18,9,0,1,0,0,1
2026-02-11T15:59:01.013752,20,0,48,33,5,19,19,5,0,2
2026-02-11T15:59:01.013753,10,43,3,44,1,2,9,6,0,2
2026-02-11T15:59:01.013754,39,35,49,24,2,0,0,10,0,2
2026-02-11T15:59:01.013754,10,42,41,15,14,18,11,9,0,2
2026-02-11T15:59:01.013755,35,36,2,7,9,19,14,2,0,1
2026-02-11T15:59:01.013756,48,1,11,34,16,12,5,18,0,1
2026-02-11T15:59:01.013757,38,16,0,20,6,14,13,1,1,0
2026-02-11T15:59:01.013758,39,39,26,18,1,12,13,11,0,1
2026-02-11T15:59:01.013758,34,37,42,45,6,17,14,11,0,2
2026-02-11T15:59:01.013759,33,20,49,10,14,16,0,0,0,2
2026-02-11T15:59:01.013760,46,8,12,43,2,0,16,13,0,2
2026-02-11T15:59:01.013761,23,12,16,10,4,14,10,10,0,1
2026-02-11T15:59:01.013761,21,10,7,10,7,3,14,7,0,2
2026-02-11T15:59:01.013762,4,15,31,21,3,1,19,8,0,2
2026-02-11T15:59:01.013763,32,15,19,20,17,18,15,17,0,1
2026-02-11T15:59:01.013764,35,1,16,26,18,7,8,12,0,1
2026-02-11T15:59:01.013765,46,41,33,17,7,15,11,3,1,0
2026-02-11T15:59:01.013765,19,43,34,41,5,7,1,15,0,2
2026-02-11T15:59:01.013766,18,7,34,47,4,9,14,2,0,2
2026-02-11T15:59:01.013767,34,42,37,39,4,15,8,3,0,1
2026-02-11T15:59:01.013768,42,41,41,37,16,4,15,3,0,2
2026-02-11T15:59:01.013769,16,12,23,29,5,18,16,7,0,2
2026-02-11T15:59:01.013769,44,16,17,44,12,5,19,10,0,2
2026-02-11T15:59:01.013770,42,38,49,46,8,9,3,2,0,2
2026-02-11T15:59:01.013771,33,23,45,44,11,4,7,18,0,2
2026-02-11T15:59:01.013772,8,2,47,32,9,18,6,5,0,2
2026-02-11T15:59:01.013773,25,29,38,20,0,18,5,2,1,0
2026-02-11T15:59:01.013774,1,12,32,1,10,12,4,3,0,1
2026-02-11T15:59:01.013775,8,18,48,12,5,14,9,3,0,2
2026-02-11T15:59:01.013776,8,6,22,1,2,7,2,1,0,1
2026-02-11T15:59:01.013776,39,8,24,42,5,10,19,15,0,2
2026-02-11T15:59:01.013777,16,18,36,44,8,0,16,4,0,2
2026-02-11T15:59:01.013778,0,44,26,30,7,3,15,14,0,2
2026-02-11T15:59:01.013779,24,39,0,9,14,12,10,4,0,1
2026-02-11T15:59:01.013779,42,21,20,22,5,6,12,11,0,1
2026-02-11T15:59:01.013780,39,17,48,21,10,6,17,18,0,2
2026-02-11T15:59:01.013781,41,22,9,46,9,5,13,14,0,2
2026-02-11T15:59:01.013782,24,1,30,28,10,7,1,5,0,2
2026-02-11T15:59:01.013783,38,49,43,32,3,11,11,0,1,0
2026-02-11T15:59:01.013783,34,49,24,30,12,17,9,4,0,1
2026-02-11T15:59:01.013784,2,10,19,13,7,14,6,18,0,2
2026-02-11T15:59:01.013785,49,30,1,9,19,15,1,10,0,1
2026-02-11T15:59:01.013786,36,32,47,17,14,0,17,13,0,2
2026-02-11T15:59:01.013787,43,13,14,10,6,9,16,13,0,1
2026-02-11T15:59:01.013787,43,15,27,38,0,14,15,1,0,2
2026-02-11T15:59:01.013788,29,10,12,46,8,12,1,4,0,2
2026-02-11T15:59:01.013789,37,32,49,2,7,18,10,8,0,2
2026-02-11T15:59:01.013790,33,6,13,1,1,12,18,16,0,2
2026-02-11T15:59:01.013790,11,30,49,7,13,8,6,18,1,0
2026-02-11T15:59:01.013791,18,47,1,30,11,15,16,14,0,1
2026-02-11T15:59:01.013792,36,45,33,7,16,13,14,1,0,1
2026-02-11T15:59:01.013793,43,46,34,42,18,8,8,8,0,2
2026-02-11T15:59:01.013794,48,13,36,47,5,17,11,10,0,2
2026-02-11T15:59:01.013794,16,27,24,1,4,3,7,5,0,1
2026-02-11T15:59:01.013795,9,42,47,21,5,11,1,14,0,2
2026-02-11T15:59:01.013796,48,15,14,4,2,4,16,19,0,1
2026-02-11T15:59:01.013797,46,18,11,6,15,10,15,3,0,1
2026-02-11T15:59:01.013798,11,16,8,19,17,4,15,14,0,2
2026-02-11T15:59:01.013798,15,25,30,27,13,18,2,17,0,1
2026-02-11T15:59:01.013799,23,5,13,12,14,6,18,6,0,2
2026-02-11T15:59:01.013800,18,42,28,1,3,3,15,15,0,2
2026-02-11T15:59:01.013801,7,48,47,31,10,7,10,2,0,2
2026-02-11T15:59:01.013801,30,8,42,25,4,5,8,11,0,2
2026-02-11T15:59:01.013802,20,49,37,2,8,5,13,6,1,0
2026-02-11T15:59:01.013803,16,16,41,40,4,3,1,8,0,2
2026-02-11T15:59:01.013804,22,30,7,41,6,13,12,9,0,2
2026-02-11T15:59:01.013805,36,11,47,12,17,2,4,0,0,2
2026-02-11T15:59:01.013805,15,22,2,20,17,9,19,11,0,1
2026-02-11T15:59:01.013806,5,4,1,44,19,5,13,17,0,2
2026-02-11T15:59:01.013807,7,42,15,36,1,17,0,0,0,1
2026-02-11T15:59:01.013808,24,35,18,22,12,9,5,17,0,1
2026-02-11T15:59:01.013809,17,35,29,6,12,8,10,6,0,1
2026-02-11T15:59:01.013809,24,2,40,16,16,15,16,16,0,2
2026-02-11T15:59:01.013810,11,23,15,27,16,19,13,12,0,1
2026-02-11T15:59:01.013811,14,16,30,46,5,3,13,9,0,2
2026-02-11T15:59:01.013812,25,38,27,29,13,10,19,13,0,2
2026-02-11T15:59:01.013813,40,25,3,4,13,11,6,0,0,1
2026-02-11T15:59:01.013814,44,3,9,23,11,18,18,5,0,1
2026-02-11T15:59:01.013815,25,44,44,6,4,9,5,3,0,2
2026-02-11T15:59:01.013815,46,11,17,33,4,6,12,18,0,2
2026-02-11T15:59:01.013816,31,0,46,49,3,6,9,14,0,2
2026-02-11T15:59:01.013817,9,20,31,41,12,17,18,18,1,0
2026-02-11T15:59:01.013818,15,18,29,32,3,2,9,11,0,2
2026-02-11T15:59:01.013818,6,20,35,26,17,11,4,13,0,2
2026-02-11T15:59:01.013819,16,17,8,13,15,13,12,2,0,1
2026-02-11T15:59:01.013820,22,42,35,18,17,19,16,3,0,1
2026-02-11T15:59:01.013821,25,2,28,47,1,1,4,2,0,2
2026-02-11T15:59:01.013822,20,48,15,37,3,8,6,11,0,1
2026-02-11T15:59:01.013822,21,43,27,11,19,9,19,8,0,1
2026-02-11T15:59:01.013823,6,31,20,2,16,5,6,18,0,1
2026-02-11T15:59:01.013824,13,9,46,6,19,16,14,15,0,2
2026-02-11T15:59:01.013825,14,39,1,34,5,14,14,0,0,1
2026-02-11T15:59:01.013826,6,14,45,24,17,0,0,13,0,2
2026-02-11T15:59:01.013826,8,4,34,48,19,12,11,12,0,2
2026-02-11T15:59:01.013827,47,3,27,14,6,9,1,11,0,1
2026-02-11T15:59:01.013828,7,27,35,18,12,11,17,4,0,2
2026-02-11T15:59:01.013829,49,3,30,18,8,15,14,19,0,2
2026-02-11T15:59:01.013829,22,14,32,22,1,1,6,2,0,2
2026-02-11T15:59:01.013830,28,16,22,10,7,2,8,1,0,1
2026-02-11T15:59:01.013831,17,43,40,20,13,7,2,10,0,1
2026-02-11T15:59:01.013832,30,2,16,33,17,19,9,19,0,2
2026-02-11T15:59:01.013833,29,9,45,38,0,14,1,1,0,2
2026-02-11T15:59:01.013833,38,46,48,6,8,18,11,15,0,2
2026-02-11T15:59:01.013834,34,41,0,41,8,17,6,7,0,2
2026-02-11T15:59:01.013835,17,22,41,43,1,0,4,2,1,0
2026-02-11T15:59:01.013836,41,17,22,26,15,18,3,3,0,1
2026-02-11T15:59:01.013837,38,0,47,49,3,1,0,3,0,2
2026-02-11T15:59:01.013837,16,34,26,22,12,4,14,7,0,2
2026-02-11T15:59:01.013838,13,30,24,37,16,17,8,5,0,1
2026-02-11T15:59:01.013839,30,43,31,19,10,15,5,13,0,1
2026-02-11T15:59:01.013840,23,0,18,26,1,9,13,14,0,2
2026-02-11T15:59:01.013841,34,2,23,7,3,2,1,16,0,2
2026-02-11T15:59:01.013841,43,2,2,36,11,9,11,4,0,1
2026-02-11T15:59:01.013842,44,36,11,2,1,12,5,0,0,1
2026-02-11T15:59:01.013843,33,18,34,1,0,9,12,11,1,0
2026-02-11T15:59:01.013844,2,28,14,21,5,10,3,18,0,2
2026-02-11T15:59:01.013844,36,24,16,5,15,6,15,11,0,1
2026-02-11T15:59:01.013845,42,32,49,38,1,1,10,10,0,2
2026-02-11T15:59:01.013851,39,35,31,39,13,18,5,8,0,1
2026-02-11T15:59:01.013852,25,28,6,35,19,17,4,18,0,1
2026-02-11T15:59:01.013853,22,25,18,43,11,10,0,3,0,2
2026-02-11T15:59:01.013853,43,3,6,23,18,16,18,12,0,1
2026-02-11T15:59:01.013854,38,48,4,11,2,2,6,9,0,1
2026-02-11T15:59:01.013855,14,13,39,16,18,19,17,0,0,1
2026-02-11T15:59:01.013856,48,49,20,21,10,11,9,9,0,1
2026-02-11T15:59:01.013857,3,26,47,18,3,1,9,17,0,2
2026-02-11T15:59:01.013857,28,32,47,8,16,0,16,12,0,2
2026-02-11T15:59:01.013858,21,21,46,11,16,8,6,6,0,2
2026-02-11T15:59:01.013859,24,47,6,31,6,18,0,7,0,1
2026-02-11T15:59:01.013860,12,2,36,30,4,7,11,16,0,2
2026-02-11T15:59:01.013861,17,22,22,16,18,8,16,0,1,0
2026-02-11T15:59:01.013861,32,20,10,22,18,6,15,15,0,1
2026-02-11T15:59:01.013862,15,40,9,9,8,3,19,19,0,2
2026-02-11T15:59:01.013863,44,22,20,29,16,15,14,3,0,1
2026-02-11T15:59:01.013864,41,3,40,18,8,5,18,16,0,2
2026-02-11T15:59:01.013865,43,20,32,25,13,17,19,12,0,1
2026-02-11T15:59:01.013865,1,36,19,25,4,1,16,9,0,2
2026-02-11T15:59:01.013866,34,42,32,10,1,10,3,8,0,1
2026-02-11T15:59:01.013867,41,30,39,19,14,4,3,13,0,1
2026-02-11T15:59:01.013868,33,20,34,44,15,16,2,16,0,2
2026-02-11T15:59:01.013868,29,25,33,3,18,4,7,2,0,1
2026-02-11T15:59:01.013869,12,40,35,46,0,2,8,0,0,2
2026-02-11T15:59:01.013870,12,34,26,11,11,18,1,0,0,1
2026-02-11T15:59:01.013871,17,37,18,24,18,7,18,19,0,2
2026-02-11T15:59:01.013872,31,23,42,9,19,10,17,1,0,2
2026-02-11T15:59:01.013872,31,10,4,21,14,2,15,15,0,2
2026-02-11T15:59:01.013873,34,40,28,6,4,2,17,8,0,1
2026-02-11T15:59:01.013874,38,28,9,23,0,0,17,13,0,2
2026-02-11T15:59:01.013875,45,46,39,1,10,12,11,0,0,1
2026-02-11T15:59:01.013876,28,2,12,31,8,9,1,2,0,1
2026-02-11T15:59:01.013876,48,0,28,20,6,5,0,17,0,2
2026-02-11T15:59:01.013877,28,18,4,6,1,10,15,0,0,1
2026-02-11T15:59:01.013878,43,45,11,7,16,7,16,10,0,1
2026-02-11T15:59:01.013879,15,48,12,37,15,18,0,4,1,0
2026-02-11T15:59:01.013879,43,21,21,20,15,10,2,10,0,1
2026-02-11T15:59:01.013880,46,13,39,7,13,5,19,5,0,1
2026-02-11T15:59:01.013881,9,48,14,24,1,11,15,6,0,1
2026-02-11T15:59:01.013882,29,13,12,27,18,17,13,12,0,1
2026-02-11T15:59:01.013883,24,43,0,27,2,2,15,15,1,0
2026-02-11T15:59:01.013883,38,15,37,30,7,12,8,2,0,2
2026-02-11T15:59:01.013884,19,32,42,35,18,3,1,14,0,2
2026-02-11T15:59:01.013885,4,12,44,24,15,8,12,7,0,2
2026-02-11T15:59:01.013886,0,37,0,40,3,15,4,19,0,2
2026-02-11T15:59:01.013887,29,48,10,36,7,11,19,15,0,1
2026-02-11T15:59:01.013887,48,11,42,37,0,19,16,16,0,2
2026-02-11T15:59:01.013888,2,37,39,11,3,6,5,12,0,2
2026-02-11T15:59:01.013889,44,38,21,36,6,11,16,2,0,1
2026-02-11T15:59:01.013890,13,32,34,36,0,7,1,2,0,2
2026-02-11T15:59:01.013890,29,32,43,30,17,14,6,12,0,2
2026-02-11T15:59:01.013891,49,28,5,17,3,1,16,16,0,1
2026-02-11T15:59:01.013892,3,4,27,25,19,10,7,13,0,2
2026-02-11T15:59:01.013893,17,5,30,5,13,4,0,4,0,1
2026-02-11T15:59:01.013894,36,30,7,8,7,5,18,11,0,1
2026-02-11T15:59:01.013895,24,15,4,10,17,18,4,15,0,1
2026-02-11T15:59:01.013895,47,30,41,30,6,13,4,5,0,2
2026-02-11T15:59:01.013896,0,24,47,45,2,6,0,8,0,2
2026-02-11T15:59:01.013897,45,47,43,1,13,11,9,15,0,2
2026-02-11T15:59:01.013898,14,45,16,28,11,16,9,3,1,0
2026-02-11T15:59:01.013899,8,32,37,45,14,3,2,5,0,2
2026-02-11T15:59:01.013900,14,12,8,41,7,19,11,18,0,2
2026-02-11T15:59:01.013901,48,9,9,4,4,9,11,0,0,1
2026-02-11T15:59:01.013901,23,23,19,22,16,0,6,7,0,1
2026-02-11T15:59:01.013902,3,9,13,35,9,3,15,5,0,2
2026-02-11T15:59:01.013903,11,40,13,6,10,12,19,2,0,1
2026-02-11T15:59:01.013904,36,30,25,12,15,5,2,13,0,1
2026-02-11T15:59:01.013904,36,12,28,41,15,14,6,1,0,2
2026-02-11T15:59:01.013905,42,2,48,9,3,13,13,15,0,2
2026-02-11T15:59:01.013906,5,49,26,35,4,2,3,12,0,2
2026-02-11T15:59:01.013907,38,33,24,15,9,18,9,15,0,1
2026-02-11T15:59:01.013908,45,48,15,14,13,5,1,10,0,1
2026-02-11T15:59:01.013908,23,27,35,42,8,1,15,10,0,2
2026-02-11T15:59:01.013909,10,18,33,18,17,8,2,15,0,2
2026-02-11T15:59:01.013910,12,22,15,20,19,12,14,9,0,1
2026-02-11T15:59:01.013911,33,44,32,34,5,17,7,16,0,1
2026-02-11T15:59:01.013912,24,31,2,14,10,11,15,11,0,1
2026-02-11T15:59:01.013912,6,12,22,47,16,3,10,4,0,2
2026-02-11T15:59:01.013913,3,32,10,13,8,6,10,11,0,1
2026-02-11T15:59:01.013914,7,33,47,28,2,11,10,2,0,2
2026-02-11T15:59:01.013915,19,32,17,4,15,10,0,18,0,1
2026-02-11T15:59:01.013915,28,4,46,48,19,6,1,9,0,2
2026-02-11T15:59:01.013916,44,2,40,17,3,9,19,15,0,2
2026-02-11T15:59:01.013917,45,6,43,0,14,8,0,18,0,2
2026-02-11T15:59:01.013918,9,23,28,26,1,1,18,10,0,2
2026-02-11T15:59:01.013919,42,21,49,26,19,4,19,15,0,2
2026-02-11T15:59:01.013919,33,44,4,24,16,9,9,9,0,1
